order_item_id,order_id,product_id,quantity,unit_price,unit_cost,discount_amount,line_total,line_profit
ITEM-0009590,ORD-004981,PROD-0154,1,38.97,24.91,0.0,38.97,14.06
ITEM-0009591,ORD-004982,PROD-0186,2,178.64,112.52,0.0,357.28,132.24
ITEM-0009592,ORD-004983,PROD-0024,3,2202.91,887.86,0.0,6608.73,3945.15
ITEM-0009593,ORD-004984,PROD-0120,2,60.87,22.41,6.09,109.56,64.74
ITEM-0009594,ORD-004984,PROD-0082,3,193.03,135.78,19.3,521.19,113.85
ITEM-0009595,ORD-004984,PROD-0124,1,8.45,5.48,0.84,7.61,2.13
ITEM-0009596,ORD-004985,PROD-0130,1,61.86,25.24,0.0,61.86,36.62
ITEM-0009597,ORD-004986,PROD-0067,1,1063.26,426.7,212.65,850.61,423.91
ITEM-0009598,ORD-004986,PROD-0179,3,569.07,209.01,113.81,1365.78,738.75
ITEM-0009599,ORD-004986,PROD-0010,1,1052.31,472.02,210.46,841.85,369.83
ITEM-0009600,ORD-004987,PROD-0022,2,598.01,333.47,0.0,1196.02,529.08
ITEM-0009601,ORD-004987,PROD-0053,2,802.15,325.25,0.0,1604.3,953.8
ITEM-0009602,ORD-004988,PROD-0188,3,98.99,62.22,0.0,296.97,110.31
ITEM-0009603,ORD-004989,PROD-0099,1,104.92,49.23,15.74,89.18,39.95
ITEM-0009604,ORD-004989,PROD-0110,1,46.23,23.26,6.93,39.3,16.04
ITEM-0009605,ORD-004990,PROD-0035,2,108.28,51.27,16.24,184.08,81.54
ITEM-0009606,ORD-004990,PROD-0039,2,254.69,97.21,38.2,432.98,238.56
ITEM-0009607,ORD-004991,PROD-0015,3,133.28,49.86,0.0,399.84,250.26
ITEM-0009608,ORD-004992,PROD-0110,2,46.23,23.26,0.0,92.46,45.94
ITEM-0009609,ORD-004993,PROD-0183,2,84.2,35.98,4.21,159.98,88.02
ITEM-0009610,ORD-004994,PROD-0185,1,331.51,151.7,49.73,281.78,130.08
ITEM-0009611,ORD-004994,PROD-0055,1,660.14,307.03,99.02,561.12,254.09
ITEM-0009612,ORD-004995,PROD-0052,2,664.45,239.02,0.0,1328.9,850.86
ITEM-0009613,ORD-004995,PROD-0103,2,37.28,20.13,0.0,74.56,34.3
ITEM-0009614,ORD-004996,PROD-0008,2,257.48,142.33,0.0,514.96,230.3
ITEM-0009615,ORD-004997,PROD-0104,1,24.34,12.08,0.0,24.34,12.26
ITEM-0009616,ORD-004997,PROD-0010,1,1052.31,472.02,0.0,1052.31,580.29
ITEM-0009617,ORD-004998,PROD-0047,3,161.1,58.36,0.0,483.3,308.22
ITEM-0009618,ORD-004998,PROD-0122,2,57.35,21.1,0.0,114.7,72.5
ITEM-0009619,ORD-004999,PROD-0088,3,568.95,356.46,0.0,1706.85,637.47
ITEM-0009620,ORD-004999,PROD-0154,1,38.97,24.91,0.0,38.97,14.06
ITEM-0009621,ORD-004999,PROD-0072,1,272.93,113.86,0.0,272.93,159.07
ITEM-0009622,ORD-005000,PROD-0187,1,465.85,205.36,0.0,465.85,260.49
ITEM-0009623,ORD-005001,PROD-0089,3,770.94,316.34,0.0,2312.82,1363.8
ITEM-0009624,ORD-005002,PROD-0068,1,77.59,47.71,0.0,77.59,29.88
ITEM-0009625,ORD-005002,PROD-0037,1,58.73,38.95,0.0,58.73,19.78
ITEM-0009626,ORD-005002,PROD-0090,1,483.59,254.08,0.0,483.59,229.51
ITEM-0009627,ORD-005003,PROD-0060,1,516.63,190.54,0.0,516.63,326.09
ITEM-0009628,ORD-005004,PROD-0188,1,98.99,62.22,0.0,98.99,36.77
ITEM-0009629,ORD-005005,PROD-0064,1,186.93,122.15,0.0,186.93,64.78
ITEM-0009630,ORD-005005,PROD-0164,2,327.47,160.69,0.0,654.94,333.56
ITEM-0009631,ORD-005006,PROD-0186,2,178.64,112.52,17.86,321.56,96.52
ITEM-0009632,ORD-005006,PROD-0128,1,193.98,85.06,19.4,174.58,89.52
ITEM-0009633,ORD-005006,PROD-0149,3,268.33,98.43,26.83,724.5,429.21
ITEM-0009634,ORD-005007,PROD-0144,1,29.27,18.29,0.0,29.27,10.98
ITEM-0009635,ORD-005008,PROD-0007,3,722.42,399.63,0.0,2167.26,968.37
ITEM-0009636,ORD-005009,PROD-0194,3,151.53,74.18,0.0,454.59,232.05
ITEM-0009637,ORD-005009,PROD-0082,2,193.03,135.78,0.0,386.06,114.5
ITEM-0009638,ORD-005010,PROD-0064,3,186.93,122.15,0.0,560.79,194.34
ITEM-0009639,ORD-005011,PROD-0010,3,1052.31,472.02,0.0,3156.93,1740.87
ITEM-0009640,ORD-005011,PROD-0162,2,253.85,114.45,0.0,507.7,278.8
ITEM-0009641,ORD-005011,PROD-0141,3,240.5,95.99,0.0,721.5,433.53
ITEM-0009642,ORD-005011,PROD-0169,3,202.66,124.51,0.0,607.98,234.45
ITEM-0009643,ORD-005011,PROD-0173,1,178.09,70.26,0.0,178.09,107.83
ITEM-0009644,ORD-005012,PROD-0023,1,362.29,143.59,72.46,289.83,146.24
ITEM-0009645,ORD-005012,PROD-0112,1,10.27,7.01,2.05,8.22,1.21
ITEM-0009646,ORD-005013,PROD-0154,1,38.97,24.91,5.85,33.12,8.21
ITEM-0009647,ORD-005014,PROD-0081,2,926.79,338.8,46.34,1760.9,1083.3
ITEM-0009648,ORD-005015,PROD-0123,3,92.64,34.73,0.0,277.92,173.73
ITEM-0009649,ORD-005015,PROD-0162,1,253.85,114.45,0.0,253.85,139.4
ITEM-0009650,ORD-005016,PROD-0141,2,240.5,95.99,0.0,481.0,289.02
ITEM-0009651,ORD-005016,PROD-0115,3,17.83,8.88,0.0,53.49,26.85
ITEM-0009652,ORD-005016,PROD-0039,3,254.69,97.21,0.0,764.07,472.44
ITEM-0009653,ORD-005016,PROD-0054,2,673.51,351.72,0.0,1347.02,643.58
ITEM-0009654,ORD-005017,PROD-0006,2,330.42,180.96,16.52,627.8,265.88
ITEM-0009655,ORD-005017,PROD-0118,2,72.66,31.29,3.63,138.06,75.48
ITEM-0009656,ORD-005018,PROD-0074,2,948.75,408.83,0.0,1897.5,1079.84
ITEM-0009657,ORD-005018,PROD-0080,3,29.16,12.66,0.0,87.48,49.5
ITEM-0009658,ORD-005018,PROD-0088,1,568.95,356.46,0.0,568.95,212.49
ITEM-0009659,ORD-005019,PROD-0169,1,202.66,124.51,20.27,182.39,57.88
ITEM-0009660,ORD-005020,PROD-0171,3,222.3,111.96,0.0,666.9,331.02
ITEM-0009661,ORD-005021,PROD-0156,2,125.96,69.98,0.0,251.92,111.96
ITEM-0009662,ORD-005022,PROD-0129,2,225.93,89.48,0.0,451.86,272.9
ITEM-0009663,ORD-005022,PROD-0052,2,664.45,239.02,0.0,1328.9,850.86
ITEM-0009664,ORD-005023,PROD-0013,3,441.97,287.6,22.1,1259.61,396.81
ITEM-0009665,ORD-005024,PROD-0177,2,54.51,20.88,0.0,109.02,67.26
ITEM-0009666,ORD-005024,PROD-0090,3,483.59,254.08,0.0,1450.77,688.53
ITEM-0009667,ORD-005024,PROD-0025,2,62.17,24.46,0.0,124.34,75.42
ITEM-0009668,ORD-005024,PROD-0175,3,450.55,174.7,0.0,1351.65,827.55
ITEM-0009669,ORD-005025,PROD-0035,1,108.28,51.27,0.0,108.28,57.01
ITEM-0009670,ORD-005025,PROD-0047,3,161.1,58.36,0.0,483.3,308.22
ITEM-0009671,ORD-005026,PROD-0008,1,257.48,142.33,0.0,257.48,115.15
ITEM-0009672,ORD-005027,PROD-0103,1,37.28,20.13,0.0,37.28,17.15
ITEM-0009673,ORD-005028,PROD-0049,2,68.26,47.02,6.83,122.86,28.82
ITEM-0009674,ORD-005029,PROD-0137,2,166.68,109.1,33.34,266.68,48.48
ITEM-0009675,ORD-005030,PROD-0113,1,74.56,31.26,7.46,67.1,35.84
ITEM-0009676,ORD-005030,PROD-0016,1,1106.41,602.49,110.64,995.77,393.28
ITEM-0009677,ORD-005030,PROD-0116,3,53.57,23.4,5.36,144.63,74.43
ITEM-0009678,ORD-005031,PROD-0170,3,406.1,148.77,0.0,1218.3,771.99
ITEM-0009679,ORD-005032,PROD-0138,2,312.0,114.25,0.0,624.0,395.5
ITEM-0009680,ORD-005033,PROD-0023,2,362.29,143.59,0.0,724.58,437.4
ITEM-0009681,ORD-005033,PROD-0089,1,770.94,316.34,0.0,770.94,454.6
ITEM-0009682,ORD-005034,PROD-0154,2,38.97,24.91,0.0,77.94,28.12
ITEM-0009683,ORD-005034,PROD-0048,1,88.58,42.26,0.0,88.58,46.32
ITEM-0009684,ORD-005035,PROD-0020,1,281.0,192.03,56.2,224.8,32.77
ITEM-0009685,ORD-005036,PROD-0135,2,161.12,63.01,8.06,306.12,180.1
ITEM-0009686,ORD-005037,PROD-0031,2,55.69,23.22,0.0,111.38,64.94
ITEM-0009687,ORD-005038,PROD-0097,2,236.1,106.01,0.0,472.2,260.18
ITEM-0009688,ORD-005039,PROD-0153,1,12.34,6.0,0.0,12.34,6.34
ITEM-0009689,ORD-005039,PROD-0121,3,36.65,15.93,0.0,109.95,62.16
ITEM-0009690,ORD-005039,PROD-0124,3,8.45,5.48,0.0,25.35,8.91
ITEM-0009691,ORD-005040,PROD-0086,1,548.14,202.22,0.0,548.14,345.92
ITEM-0009692,ORD-005040,PROD-0035,1,108.28,51.27,0.0,108.28,57.01
ITEM-0009693,ORD-005041,PROD-0196,1,104.53,69.4,0.0,104.53,35.13
ITEM-0009694,ORD-005041,PROD-0168,3,180.31,98.35,0.0,540.93,245.88
ITEM-0009695,ORD-005042,PROD-0096,2,34.47,16.8,0.0,68.94,35.34
ITEM-0009696,ORD-005043,PROD-0162,2,253.85,114.45,25.39,456.92,228.02
ITEM-0009697,ORD-005043,PROD-0115,2,17.83,8.88,1.78,32.1,14.34
ITEM-0009698,ORD-005044,PROD-0073,1,395.1,161.59,0.0,395.1,233.51
ITEM-0009699,ORD-005045,PROD-0102,2,58.26,24.11,5.83,104.86,56.64
ITEM-0009700,ORD-005046,PROD-0068,3,77.59,47.71,7.76,209.49,66.36
ITEM-0009701,ORD-005047,PROD-0022,1,598.01,333.47,29.9,568.11,234.64
ITEM-0009702,ORD-005047,PROD-0092,1,696.36,329.11,34.82,661.54,332.43
ITEM-0009703,ORD-005047,PROD-0120,2,60.87,22.41,3.04,115.66,70.84
ITEM-0009704,ORD-005047,PROD-0065,2,989.99,433.0,49.5,1880.98,1014.98
ITEM-0009705,ORD-005048,PROD-0139,3,157.34,77.59,0.0,472.02,239.25
ITEM-0009706,ORD-005049,PROD-0004,2,918.1,642.56,91.81,1652.58,367.46
ITEM-0009707,ORD-005050,PROD-0129,2,225.93,89.48,0.0,451.86,272.9
ITEM-0009708,ORD-005050,PROD-0099,2,104.92,49.23,0.0,209.84,111.38
ITEM-0009709,ORD-005051,PROD-0099,3,104.92,49.23,0.0,314.76,167.07
ITEM-0009710,ORD-005052,PROD-0050,3,115.4,78.39,0.0,346.2,111.03
ITEM-0009711,ORD-005053,PROD-0022,1,598.01,333.47,0.0,598.01,264.54
ITEM-0009712,ORD-005053,PROD-0111,3,36.62,14.88,0.0,109.86,65.22
ITEM-0009713,ORD-005053,PROD-0184,2,446.69,209.89,0.0,893.38,473.6
ITEM-0009714,ORD-005054,PROD-0074,1,948.75,408.83,0.0,948.75,539.92
ITEM-0009715,ORD-005055,PROD-0136,3,209.97,107.96,10.5,598.41,274.53
ITEM-0009716,ORD-005055,PROD-0161,2,272.47,114.77,13.62,517.7,288.16
ITEM-0009717,ORD-005055,PROD-0193,2,120.92,44.83,6.05,229.74,140.08
ITEM-0009718,ORD-005055,PROD-0155,1,299.92,135.3,15.0,284.92,149.62
ITEM-0009719,ORD-005056,PROD-0171,2,222.3,111.96,44.46,355.68,131.76
ITEM-0009720,ORD-005056,PROD-0094,2,760.2,287.3,152.04,1216.32,641.72
ITEM-0009721,ORD-005057,PROD-0157,2,119.15,43.35,0.0,238.3,151.6
ITEM-0009722,ORD-005058,PROD-0059,1,513.82,312.52,51.38,462.44,149.92
ITEM-0009723,ORD-005059,PROD-0088,3,568.95,356.46,0.0,1706.85,637.47
ITEM-0009724,ORD-005060,PROD-0060,2,516.63,190.54,0.0,1033.26,652.18
ITEM-0009725,ORD-005060,PROD-0105,1,11.07,4.03,0.0,11.07,7.04
ITEM-0009726,ORD-005061,PROD-0032,1,215.26,86.82,0.0,215.26,128.44
ITEM-0009727,ORD-005061,PROD-0015,1,133.28,49.86,0.0,133.28,83.42
ITEM-0009728,ORD-005062,PROD-0064,1,186.93,122.15,0.0,186.93,64.78
ITEM-0009729,ORD-005063,PROD-0137,1,166.68,109.1,16.67,150.01,40.91
ITEM-0009730,ORD-005064,PROD-0114,1,13.39,6.41,0.0,13.39,6.98
ITEM-0009731,ORD-005064,PROD-0078,3,403.87,182.94,0.0,1211.61,662.79
ITEM-0009732,ORD-005065,PROD-0141,3,240.5,95.99,12.03,685.41,397.44
ITEM-0009733,ORD-005065,PROD-0116,3,53.57,23.4,2.68,152.67,82.47
ITEM-0009734,ORD-005066,PROD-0026,3,275.21,110.98,13.76,784.35,451.41
ITEM-0009735,ORD-005066,PROD-0100,3,183.65,80.83,9.18,523.41,280.92
ITEM-0009736,ORD-005067,PROD-0066,2,417.62,172.83,0.0,835.24,489.58
ITEM-0009737,ORD-005068,PROD-0077,2,734.34,321.57,0.0,1468.68,825.54
ITEM-0009738,ORD-005069,PROD-0089,1,770.94,316.34,38.55,732.39,416.05
ITEM-0009739,ORD-005069,PROD-0103,2,37.28,20.13,1.86,70.84,30.58
ITEM-0009740,ORD-005069,PROD-0174,1,68.0,30.47,3.4,64.6,34.13
ITEM-0009741,ORD-005070,PROD-0158,1,255.14,174.7,0.0,255.14,80.44
ITEM-0009742,ORD-005070,PROD-0008,3,257.48,142.33,0.0,772.44,345.45
ITEM-0009743,ORD-005071,PROD-0037,3,58.73,38.95,0.0,176.19,59.34
ITEM-0009744,ORD-005072,PROD-0015,2,133.28,49.86,0.0,266.56,166.84
ITEM-0009745,ORD-005072,PROD-0011,1,908.06,554.12,0.0,908.06,353.94
ITEM-0009746,ORD-005073,PROD-0085,3,566.01,307.0,28.3,1613.13,692.13
ITEM-0009747,ORD-005073,PROD-0054,2,673.51,351.72,33.68,1279.66,576.22
ITEM-0009748,ORD-005073,PROD-0063,1,857.26,393.73,42.86,814.4,420.67
ITEM-0009749,ORD-005074,PROD-0030,3,258.42,97.81,0.0,775.26,481.83
ITEM-0009750,ORD-005075,PROD-0109,3,83.99,34.52,0.0,251.97,148.41
ITEM-0009751,ORD-005076,PROD-0073,2,395.1,161.59,0.0,790.2,467.02
ITEM-0009752,ORD-005077,PROD-0003,1,184.71,70.7,0.0,184.71,114.01
ITEM-0009753,ORD-005078,PROD-0178,2,754.53,269.93,37.73,1433.6,893.74
ITEM-0009754,ORD-005078,PROD-0014,2,639.1,406.85,31.95,1214.3,400.6
ITEM-0009755,ORD-005079,PROD-0120,2,60.87,22.41,0.0,121.74,76.92
ITEM-0009756,ORD-005079,PROD-0147,1,130.44,86.16,0.0,130.44,44.28
ITEM-0009757,ORD-005080,PROD-0182,3,415.31,183.33,0.0,1245.93,695.94
ITEM-0009758,ORD-005080,PROD-0099,2,104.92,49.23,0.0,209.84,111.38
ITEM-0009759,ORD-005080,PROD-0095,2,210.91,137.71,0.0,421.82,146.4
ITEM-0009760,ORD-005081,PROD-0132,2,176.9,94.24,0.0,353.8,165.32
ITEM-0009761,ORD-005081,PROD-0145,1,117.19,76.02,0.0,117.19,41.17
ITEM-0009762,ORD-005081,PROD-0017,1,830.39,500.6,0.0,830.39,329.79
ITEM-0009763,ORD-005082,PROD-0075,1,99.97,52.21,5.0,94.97,42.76
ITEM-0009764,ORD-005082,PROD-0145,3,117.19,76.02,5.86,333.99,105.93
ITEM-0009765,ORD-005082,PROD-0115,2,17.83,8.88,0.89,33.88,16.12
ITEM-0009766,ORD-005083,PROD-0101,1,10.51,4.9,2.1,8.41,3.51
ITEM-0009767,ORD-005083,PROD-0094,1,760.2,287.3,152.04,608.16,320.86
ITEM-0009768,ORD-005083,PROD-0176,2,256.96,129.73,51.39,411.14,151.68
ITEM-0009769,ORD-005083,PROD-0021,3,643.54,361.56,128.71,1544.49,459.81
ITEM-0009770,ORD-005083,PROD-0145,1,117.19,76.02,23.44,93.75,17.73
ITEM-0009771,ORD-005084,PROD-0001,1,953.45,349.12,0.0,953.45,604.33
ITEM-0009772,ORD-005084,PROD-0183,3,84.2,35.98,0.0,252.6,144.66
ITEM-0009773,ORD-005084,PROD-0026,1,275.21,110.98,0.0,275.21,164.23
ITEM-0009774,ORD-005085,PROD-0123,1,92.64,34.73,0.0,92.64,57.91
ITEM-0009775,ORD-005086,PROD-0071,1,632.43,267.0,0.0,632.43,365.43
ITEM-0009776,ORD-005087,PROD-0148,2,227.91,118.46,0.0,455.82,218.9
ITEM-0009777,ORD-005088,PROD-0154,2,38.97,24.91,0.0,77.94,28.12
ITEM-0009778,ORD-005089,PROD-0164,3,327.47,160.69,0.0,982.41,500.34
ITEM-0009779,ORD-005089,PROD-0057,3,60.69,27.25,0.0,182.07,100.32
ITEM-0009780,ORD-005089,PROD-0133,3,207.44,103.69,0.0,622.32,311.25
ITEM-0009781,ORD-005089,PROD-0049,2,68.26,47.02,0.0,136.52,42.48
ITEM-0009782,ORD-005089,PROD-0119,3,12.67,5.51,0.0,38.01,21.48
ITEM-0009783,ORD-005090,PROD-0150,2,176.47,91.59,26.47,300.0,116.82
ITEM-0009784,ORD-005091,PROD-0115,2,17.83,8.88,0.0,35.66,17.9
ITEM-0009785,ORD-005091,PROD-0129,2,225.93,89.48,0.0,451.86,272.9
ITEM-0009786,ORD-005092,PROD-0089,1,770.94,316.34,0.0,770.94,454.6
ITEM-0009787,ORD-005092,PROD-0122,2,57.35,21.1,0.0,114.7,72.5
ITEM-0009788,ORD-005093,PROD-0175,1,450.55,174.7,0.0,450.55,275.85
ITEM-0009789,ORD-005093,PROD-0008,2,257.48,142.33,0.0,514.96,230.3
ITEM-0009790,ORD-005093,PROD-0129,2,225.93,89.48,0.0,451.86,272.9
ITEM-0009791,ORD-005093,PROD-0067,2,1063.26,426.7,0.0,2126.52,1273.12
ITEM-0009792,ORD-005093,PROD-0124,2,8.45,5.48,0.0,16.9,5.94
ITEM-0009793,ORD-005094,PROD-0015,3,133.28,49.86,0.0,399.84,250.26
ITEM-0009794,ORD-005094,PROD-0113,2,74.56,31.26,0.0,149.12,86.6
ITEM-0009795,ORD-005095,PROD-0146,2,128.48,85.55,0.0,256.96,85.86
ITEM-0009796,ORD-005095,PROD-0115,3,17.83,8.88,0.0,53.49,26.85
ITEM-0009797,ORD-005095,PROD-0116,2,53.57,23.4,0.0,107.14,60.34
ITEM-0009798,ORD-005096,PROD-0184,1,446.69,209.89,0.0,446.69,236.8
ITEM-0009799,ORD-005097,PROD-0015,3,133.28,49.86,0.0,399.84,250.26
ITEM-0009800,ORD-005097,PROD-0007,1,722.42,399.63,0.0,722.42,322.79
ITEM-0009801,ORD-005097,PROD-0076,3,250.97,90.86,0.0,752.91,480.33
ITEM-0009802,ORD-005098,PROD-0038,3,78.94,29.22,0.0,236.82,149.16
ITEM-0009803,ORD-005098,PROD-0091,2,740.3,292.13,0.0,1480.6,896.34
ITEM-0009804,ORD-005098,PROD-0172,3,228.9,156.43,0.0,686.7,217.41
ITEM-0009805,ORD-005099,PROD-0040,3,87.09,32.87,0.0,261.27,162.66
ITEM-0009806,ORD-005099,PROD-0119,1,12.67,5.51,0.0,12.67,7.16
ITEM-0009807,ORD-005099,PROD-0189,3,219.38,98.56,0.0,658.14,362.46
ITEM-0009808,ORD-005100,PROD-0098,1,44.14,17.3,6.62,37.52,20.22
ITEM-0009809,ORD-005101,PROD-0159,2,270.31,96.88,0.0,540.62,346.86
ITEM-0009810,ORD-005102,PROD-0096,3,34.47,16.8,3.45,93.06,42.66
ITEM-0009811,ORD-005102,PROD-0150,1,176.47,91.59,17.65,158.82,67.23
ITEM-0009812,ORD-005102,PROD-0179,2,569.07,209.01,56.91,1024.32,606.3
ITEM-0009813,ORD-005103,PROD-0198,3,289.88,175.19,0.0,869.64,344.07
ITEM-0009814,ORD-005103,PROD-0083,2,430.7,156.43,0.0,861.4,548.54
ITEM-0009815,ORD-005103,PROD-0060,2,516.63,190.54,0.0,1033.26,652.18
ITEM-0009816,ORD-005104,PROD-0188,1,98.99,62.22,0.0,98.99,36.77
ITEM-0009817,ORD-005104,PROD-0075,1,99.97,52.21,0.0,99.97,47.76
ITEM-0009818,ORD-005105,PROD-0168,2,180.31,98.35,0.0,360.62,163.92
ITEM-0009819,ORD-005106,PROD-0181,1,579.86,257.87,57.99,521.87,264.0
ITEM-0009820,ORD-005107,PROD-0032,1,215.26,86.82,0.0,215.26,128.44
ITEM-0009821,ORD-005107,PROD-0014,3,639.1,406.85,0.0,1917.3,696.75
ITEM-0009822,ORD-005108,PROD-0120,3,60.87,22.41,3.04,173.49,106.26
ITEM-0009823,ORD-005108,PROD-0198,3,289.88,175.19,14.49,826.17,300.6
ITEM-0009824,ORD-005109,PROD-0073,3,395.1,161.59,0.0,1185.3,700.53
ITEM-0009825,ORD-005110,PROD-0079,2,177.26,73.51,0.0,354.52,207.5
ITEM-0009826,ORD-005110,PROD-0058,2,33.51,15.83,0.0,67.02,35.36
ITEM-0009827,ORD-005111,PROD-0014,3,639.1,406.85,0.0,1917.3,696.75
ITEM-0009828,ORD-005111,PROD-0050,2,115.4,78.39,0.0,230.8,74.02
ITEM-0009829,ORD-005112,PROD-0164,3,327.47,160.69,0.0,982.41,500.34
ITEM-0009830,ORD-005112,PROD-0045,3,43.56,23.26,0.0,130.68,60.9
ITEM-0009831,ORD-005112,PROD-0006,3,330.42,180.96,0.0,991.26,448.38
ITEM-0009832,ORD-005113,PROD-0142,3,91.44,61.76,0.0,274.32,89.04
ITEM-0009833,ORD-005114,PROD-0030,2,258.42,97.81,51.68,413.48,217.86
ITEM-0009834,ORD-005115,PROD-0187,2,465.85,205.36,23.29,885.12,474.4
ITEM-0009835,ORD-005115,PROD-0067,2,1063.26,426.7,53.16,2020.2,1166.8
ITEM-0009836,ORD-005115,PROD-0008,1,257.48,142.33,12.87,244.61,102.28
ITEM-0009837,ORD-005115,PROD-0022,2,598.01,333.47,29.9,1136.22,469.28
ITEM-0009838,ORD-005116,PROD-0133,2,207.44,103.69,0.0,414.88,207.5
ITEM-0009839,ORD-005116,PROD-0072,2,272.93,113.86,0.0,545.86,318.14
ITEM-0009840,ORD-005117,PROD-0029,1,94.21,50.78,14.13,80.08,29.3
ITEM-0009841,ORD-005118,PROD-0143,3,147.1,55.66,0.0,441.3,274.32
ITEM-0009842,ORD-005118,PROD-0103,3,37.28,20.13,0.0,111.84,51.45
ITEM-0009843,ORD-005118,PROD-0182,2,415.31,183.33,0.0,830.62,463.96
ITEM-0009844,ORD-005118,PROD-0078,1,403.87,182.94,0.0,403.87,220.93
ITEM-0009845,ORD-005119,PROD-0048,1,88.58,42.26,4.43,84.15,41.89
ITEM-0009846,ORD-005120,PROD-0037,3,58.73,38.95,0.0,176.19,59.34
ITEM-0009847,ORD-005121,PROD-0052,3,664.45,239.02,0.0,1993.35,1276.29
ITEM-0009848,ORD-005122,PROD-0095,1,210.91,137.71,0.0,210.91,73.2
ITEM-0009849,ORD-005122,PROD-0151,1,307.15,140.78,0.0,307.15,166.37
ITEM-0009850,ORD-005122,PROD-0110,1,46.23,23.26,0.0,46.23,22.97
ITEM-0009851,ORD-005123,PROD-0007,2,722.42,399.63,0.0,1444.84,645.58
ITEM-0009852,ORD-005123,PROD-0089,3,770.94,316.34,0.0,2312.82,1363.8
ITEM-0009853,ORD-005124,PROD-0053,1,802.15,325.25,0.0,802.15,476.9
ITEM-0009854,ORD-005124,PROD-0178,3,754.53,269.93,0.0,2263.59,1453.8
ITEM-0009855,ORD-005124,PROD-0172,1,228.9,156.43,0.0,228.9,72.47
ITEM-0009856,ORD-005125,PROD-0178,3,754.53,269.93,0.0,2263.59,1453.8
ITEM-0009857,ORD-005125,PROD-0145,2,117.19,76.02,0.0,234.38,82.34
ITEM-0009858,ORD-005125,PROD-0108,3,61.92,26.64,0.0,185.76,105.84
ITEM-0009859,ORD-005126,PROD-0198,3,289.88,175.19,0.0,869.64,344.07
ITEM-0009860,ORD-005126,PROD-0177,2,54.51,20.88,0.0,109.02,67.26
ITEM-0009861,ORD-005126,PROD-0041,3,324.57,122.27,0.0,973.71,606.9
ITEM-0009862,ORD-005127,PROD-0077,3,734.34,321.57,73.43,1982.73,1018.02
ITEM-0009863,ORD-005128,PROD-0132,1,176.9,94.24,0.0,176.9,82.66
ITEM-0009864,ORD-005128,PROD-0160,1,279.78,101.48,0.0,279.78,178.3
ITEM-0009865,ORD-005129,PROD-0126,1,107.32,41.55,0.0,107.32,65.77
ITEM-0009866,ORD-005129,PROD-0083,2,430.7,156.43,0.0,861.4,548.54
ITEM-0009867,ORD-005130,PROD-0074,1,948.75,408.83,47.44,901.31,492.48
ITEM-0009868,ORD-005131,PROD-0132,3,176.9,94.24,17.69,477.63,194.91
ITEM-0009869,ORD-005132,PROD-0043,1,322.48,123.79,0.0,322.48,198.69
ITEM-0009870,ORD-005132,PROD-0158,2,255.14,174.7,0.0,510.28,160.88
ITEM-0009871,ORD-005132,PROD-0075,1,99.97,52.21,0.0,99.97,47.76
ITEM-0009872,ORD-005133,PROD-0133,2,207.44,103.69,10.37,394.14,186.76
ITEM-0009873,ORD-005133,PROD-0113,1,74.56,31.26,3.73,70.83,39.57
ITEM-0009874,ORD-005133,PROD-0029,1,94.21,50.78,4.71,89.5,38.72
ITEM-0009875,ORD-005133,PROD-0040,1,87.09,32.87,4.35,82.74,49.87
ITEM-0009876,ORD-005134,PROD-0107,3,14.58,8.33,0.0,43.74,18.75
ITEM-0009877,ORD-005134,PROD-0199,2,500.93,242.75,0.0,1001.86,516.36
ITEM-0009878,ORD-005135,PROD-0062,1,743.37,422.1,0.0,743.37,321.27
ITEM-0009879,ORD-005136,PROD-0073,1,395.1,161.59,0.0,395.1,233.51
ITEM-0009880,ORD-005137,PROD-0041,1,324.57,122.27,0.0,324.57,202.3
ITEM-0009881,ORD-005137,PROD-0196,3,104.53,69.4,0.0,313.59,105.39
ITEM-0009882,ORD-005138,PROD-0108,2,61.92,26.64,3.1,117.64,64.36
ITEM-0009883,ORD-005138,PROD-0118,3,72.66,31.29,3.63,207.09,113.22
ITEM-0009884,ORD-005138,PROD-0038,2,78.94,29.22,3.95,149.98,91.54
ITEM-0009885,ORD-005139,PROD-0069,3,415.71,294.23,0.0,1247.13,364.44
ITEM-0009886,ORD-005140,PROD-0055,2,660.14,307.03,0.0,1320.28,706.22
ITEM-0009887,ORD-005141,PROD-0123,3,92.64,34.73,4.63,264.03,159.84
ITEM-0009888,ORD-005142,PROD-0024,2,2202.91,887.86,0.0,4405.82,2630.1
ITEM-0009889,ORD-005142,PROD-0170,1,406.1,148.77,0.0,406.1,257.33
ITEM-0009890,ORD-005142,PROD-0075,2,99.97,52.21,0.0,199.94,95.52
ITEM-0009891,ORD-005143,PROD-0008,3,257.48,142.33,0.0,772.44,345.45
ITEM-0009892,ORD-005143,PROD-0131,3,235.16,118.91,0.0,705.48,348.75
ITEM-0009893,ORD-005144,PROD-0048,1,88.58,42.26,13.29,75.29,33.03
ITEM-0009894,ORD-005145,PROD-0143,2,147.1,55.66,0.0,294.2,182.88
ITEM-0009895,ORD-005145,PROD-0182,3,415.31,183.33,0.0,1245.93,695.94
ITEM-0009896,ORD-005145,PROD-0105,3,11.07,4.03,0.0,33.21,21.12
ITEM-0009897,ORD-005146,PROD-0103,2,37.28,20.13,5.59,63.38,23.12
